verbs,questionnarie,q_id,verb_id,negative_flag,pca_cat
仕事しない,積極的な-消極的な,4,51,1,responsibility
仕事しない,責任感のある-責任感のない,5,51,1,responsibility
仕事しない,軽率な-慎重な,6,51,1,responsibility
買わない,感じの悪い-感じの良い,1,52,1,responsibility
買わない,心の広い-心の狭い,2,52,1,responsibility
買わない,非社交的な-社交的な,3,52,1,responsibility
買わない,積極的な-消極的な,4,52,1,responsibility
買わない,責任感のある-責任感のない,5,52,1,responsibility
買わない,軽率な-慎重な,6,52,1,responsibility
考えない,感じの悪い-感じの良い,1,53,1,responsibility
考えない,心の広い-心の狭い,2,53,1,responsibility
考えない,非社交的な-社交的な,3,53,1,responsibility
考えない,積極的な-消極的な,4,53,1,responsibility
考えない,責任感のある-責任感のない,5,53,1,responsibility
考えない,軽率な-慎重な,6,53,1,responsibility
決めない,感じの悪い-感じの良い,1,54,1,responsibility
決めない,心の広い-心の狭い,2,54,1,responsibility
決めない,非社交的な-社交的な,3,54,1,responsibility
決めない,積極的な-消極的な,4,54,1,responsibility
決めない,責任感のある-責任感のない,5,54,1,responsibility
決めない,軽率な-慎重な,6,54,1,responsibility
計画しない,感じの悪い-感じの良い,1,55,1,responsibility
計画しない,心の広い-心の狭い,2,55,1,responsibility
計画しない,非社交的な-社交的な,3,55,1,responsibility
計画しない,積極的な-消極的な,4,55,1,responsibility
計画しない,責任感のある-責任感のない,5,55,1,responsibility
計画しない,軽率な-慎重な,6,55,1,responsibility
務めない,感じの悪い-感じの良い,1,56,1,responsibility
務めない,心の広い-心の狭い,2,56,1,responsibility
務めない,非社交的な-社交的な,3,56,1,responsibility
務めない,積極的な-消極的な,4,56,1,responsibility
務めない,責任感のある-責任感のない,5,56,1,responsibility
務めない,軽率な-慎重な,6,56,1,responsibility
近づかない,感じの悪い-感じの良い,1,57,1,responsibility
近づかない,心の広い-心の狭い,2,57,1,responsibility
近づかない,非社交的な-社交的な,3,57,1,responsibility
近づかない,積極的な-消極的な,4,57,1,responsibility
近づかない,責任感のある-責任感のない,5,57,1,responsibility
近づかない,軽率な-慎重な,6,57,1,responsibility
近寄らない,感じの悪い-感じの良い,1,58,1,responsibility
近寄らない,心の広い-心の狭い,2,58,1,responsibility
近寄らない,非社交的な-社交的な,3,58,1,responsibility
近寄らない,積極的な-消極的な,4,58,1,responsibility
近寄らない,責任感のある-責任感のない,5,58,1,responsibility
近寄らない,軽率な-慎重な,6,58,1,responsibility
休まない,感じの悪い-感じの良い,1,59,1,responsibility
休まない,心の広い-心の狭い,2,59,1,responsibility
休まない,非社交的な-社交的な,3,59,1,responsibility
休まない,積極的な-消極的な,4,59,1,responsibility
休まない,責任感のある-責任感のない,5,59,1,responsibility
休まない,軽率な-慎重な,6,59,1,responsibility
行わない,感じの悪い-感じの良い,1,60,1,responsibility
行わない,心の広い-心の狭い,2,60,1,responsibility
行わない,非社交的な-社交的な,3,60,1,responsibility
行わない,積極的な-消極的な,4,60,1,responsibility
行わない,責任感のある-責任感のない,5,60,1,responsibility
行わない,軽率な-慎重な,6,60,1,responsibility
